Pod,Season,Ep,Episode_ID,Film,Release_Date,Length,Length_minutes,Reviewer,Guest,MMM_Count,Thats_Great_Count,Notable_Moments,H_Flex,J_Flex,Kevs_Question,TildaH,TildaJason,TildaGuest,TildaCorey,Chuckle_Hut_Favorites,Show_Link,Artwork_Link,Letterboxd_Link,IMDB_Link
DP,3,41,41,Excalibur (1981),44318,0.06326388888888888,"=G42/TIME(0,0,60)",Hex,Brian Moseley,26,2,"- Jason gives the movie 1 star, Brian gives it 2, but H gives it 4 stars. 
- Also, Jason asks to send a specially edited version of the episode to Corey where he gives Excalibur 5 stars because he ""doesn't want to live in a world where Corey is mad at [him].""",N/A,N/A,N/A,Merlin,Merlin,Merlin,N/A,,https://open.spotify.com/episode/0NXiyoVRwaYl9Z0bXpQc30?si=D4KRfe8LSLGMrl8jAE25TA,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1619820153222-f52f8f380dcf5.jpg,,https://www.imdb.com/title/tt0082348/?ref_=ext_shr_lnk
DP,3,42,42,Blue Velvet (1986),44325,0.06190972222222222,"=G43/TIME(0,0,60)",Buddha,Steph Colbourn / Sophie Shin,3,1,- Is Kyle McLaughlin realy David Lynch?!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://open.spotify.com/episode/5adnH8NJbM9BkGGTNyKoqr?si=JRDHKJpbS0SairmsUoQrAQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1620418401455-7dea6cbc7866f.jpg,,https://www.imdb.com/title/tt0090756/?ref_=ext_shr_lnk
DP,3,43,43,Edge of Tomorrow (2014),44332,0.06818287037037037,"=G44/TIME(0,0,60)",Space Monkey,Todd Vaziri / Lorelei David,32,2,"- Lorelei Flex: knows Mark Segal (made suits for Lynch Dune)
- Tapedeck launched
- Dune Pod Discord server launched yesterday (!)",N/A,N/A,N/A,Griff,The General,Todd: The General's Assistant Lorelei: Mad Scientist,none,,https://open.spotify.com/episode/5adnH8NJbM9BkGGTNyKoqr?si=JRDHKJpbS0SairmsUoQrAQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1621134311279-7186e7c3d1059.jpg,,https://www.imdb.com/title/tt1631867/?ref_=ext_shr_lnk
DP,3,44,44,The Transformers: The Movie (1986),44339,0.05125,"=G45/TIME(0,0,60)",birria,Jim Lind / Caleb VanDeren,22,0,"- Pod-First - First episode recorded live in Discord! 
- This movie killed a generation of our favorite actors. 
- Orson Welles shaped anus",N/A,N/A,N/A,Starscream ,Unicron ,Jim - Blurr / Caleb - Wheelie,N/A,,https://open.spotify.com/episode/2Fwxi5H99xcoB3f7Xlgqbq?si=_2aMaFOBSz6lGaNb9ZewPA,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1621827258447-facf8c73de5c.jpg,,https://www.imdb.com/title/tt0092106/?ref_=ext_shr_lnk
DP,3,45,45,I Love You to Death (1990),44346,0.053078703703703704,"=G46/TIME(0,0,60)",birria,Melissa Mendes,25,4,"- Just after the launch of Film Hags
- DunePod and Letterboxed partnership
- Corey had an Astral Projection, Tarot, Aleister Crowley phase in the early 90s. Leads to Satanism phase talk","River Phoenix stories from Gainesville, FL",N/A,N/A,Mama Naja,William Hurt role,One of the Detectives,Rosalie,,https://open.spotify.com/episode/6d4RsMgGqu5meSHuf4iZFu?si=SOFt8YB2SN-bUF3zJFwDNA,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1622403109497-917a064a5d091.jpg,,https://www.imdb.com/title/tt0099819/?ref_=ext_shr_lnk
DP,3,46,46,Nausicaä of the Valley of the Wind (1984),44353,0.05127314814814815,"=G47/TIME(0,0,60)",birria,Danny Haas,47,7,"- Huge thunderstorm passes H house with big lightning strikes. 
- Jason - ""They need to moisturize more in the valley of the wind."" 
- Corey - ""What the fuck is a Jawn?""",N/A,N/A,N/A,Kuratawa to replace Chris Sarandon,Baby Omu,"Lord Yupa, The Old lady",N/A,,https://open.spotify.com/episode/5KniqQDf2vlx7ZRlcMQmyx,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1623012625645-8afca0211ecd8.jpg,,https://www.imdb.com/title/tt0087544/?ref_=ext_shr_lnk
DP,3,47,47,Inherent Vice (2014),44360,0.05134259259259259,"=G48/TIME(0,0,60)",Terence,slim,14,2,"- ""MOTO PANACAKU!""
- Phantom Thread was next says Kev, 
- ""Did anyone in the chat know for sure Canada has a Queen?"" - Slim
- ""Weed has to be carbonized to be activated""","Joaquin Phoenix always used to wear a green Army jacket and no shoes, so that no shoe characterization fits",N/A,N/A,Sortilege,Dr. Blatnoid - Sir Martin Short's Character,"James Brolin's character ""Bigfoot""","Son's birthday! No choice of Tilda, except Corey liked the performances!",,https://open.spotify.com/episode/7LnrO2bsRYoWRra5cxqp40?si=1gnC1vH4R-q8km38rgyC4A,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1623386624200-80d734487d01e.jpg,,https://www.imdb.com/title/tt1791528/?ref_=ext_shr_lnk
DP,3,48,48,Heretics of Dune (1981),44367,0.059305555555555556,"=G49/TIME(0,0,60)",birria,Proto,34,3,"- Jason - 'Never fuck with someone with sleeves in the Dune Universe. Anytime they have sleeves, it's curtains for you.' 
- Sexual Imprinting talk. 
- H - ""Fuck this book""
- Jason - ""I'm looking for Fuck Clock in my Amazon Cloud Reader""
- SEX DUEL 
- Proto ""The Boner Has Awakened"" (Jason proclaims this is the quote of the episode)
- Corey's Penthouse Letters style voicemail is great","More River Phoenix stories ""I had recently formed a progressive punk band called Henrietta's Lovers."" Then River Phoenix shows up, and you can guess what happens. ",N/A,N/A,Waff,Waff,Waff,N/A,,https://open.spotify.com/episode/0aDio4AIq9Yumc1nh8D9if?si=K7dkW1CkR42yqI9t5JgbEQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1624211835298-50546a44e64e6.jpg
DP,3,49,49,Incendies (2010),44374,0.05759259259259259,"=G50/TIME(0,0,60)",Silly,ctcher,38,10,"- ""This is like our third child. Each of us has 2 human childs and 1 podcast child. But in our co-parenting relationship, (Haitch) is definitely the primary caretaker - and I'm like more the fun uncle. I just want to recognize (Haitch) is out here making things happen through force of will and fending off bears to get you this fresh podcast content every week."" - Jason
- Really, really jarring and funny segway into WWTSP",N/A,N/A,N/A,The notary,The warlord,The Mom,N/A,,https://open.spotify.com/episode/6j7Xsw3EIuNus941PMk0Dm?si=uhSwr3-jReaaFJ7qnHBBjQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1624543934022-097448ce6eaea.jpg,,https://www.imdb.com/title/tt1255953/?ref_=ext_shr_lnk
DP,3,BONUS,49b1,WarGames (1983),44381,0.051493055555555556,"=G51/TIME(0,0,60)",birria,Meredith Borders,47,3,"- This movie holds up
- Proposed DunePod group tour of NORAD
- This movie totally pre-sages Jurassic Park. 
- Jason - ""This is the best movie ever made. They should have stopped making movies after this."" 
- Jason expresses a negative opinion of the film's first director, Martin Brest, but does not call him a hack. (Brest directed Meet Joe Black, which both hosts saw to catch the Star Wars Episode I trailer.)","H got beat up Gymnastics Camp, but he could break dance so things worked out",Jason's Niece works at a nuclear facility. Jason had a Tempest arcade cabinet at home as a kid.,N/A,Falken,Berringer,Joshua,N/A,,https://open.spotify.com/episode/79mCbNJecHohGNu5FRQGDy?si=EA31P3aiQUej3XsMDW848w,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1624898715728-af854f2233de.jpg,,https://www.imdb.com/title/tt0086567/?ref_=ext_shr_lnk
DP,3,BONUS,49b2,Good Will Hunting (1997),44388,0.051412037037037034,"=G52/TIME(0,0,60)",Buddha,Mikey P,16,2,"-Jason's dog Phoebe adventure. Jason decides you don't tip cops
-1 year anniversary for pod
-Mikey loves Jason going ""that's great"" and wants merch
-H can't believe next episode is 50",N/A,N/A,N/A,Jerry,Jerry,Jerry,N/A,My gateway drug into Escape Hatch (then DunePod). A terrific episode filled with many insights into the film I had never heard before - tim24frames ,https://open.spotify.com/episode/6T5sODXXmXqsYmsN2wcGGS?si=dGiE9jVuQ1-e0_OUrl3r6Q,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1624921707828-52c7b4140f1c1.jpg,,https://www.imdb.com/title/tt0119217/?ref_=ext_shr_lnk
DP,4,50,50,Time Bandits (1981),44395,0.06287037037037037,"=G53/TIME(0,0,60)",birria,Veronica Belmont,44,2,"- Veronica is the Pod Midwife or Dune Doula
- Matt and Jason met in person for the first time
- H 50th birthday
- Veronica sings Bowie song from Labyrinth and Jeff Bezos song ",Bluto from Popeye and Beast Rabban from Dune 84 went to college with H's dad,N/A,N/A,The Supreme Being or Evil,Agamemnon ,Robinhood ,N/A,,https://open.spotify.com/episode/6n5kiCFD0mMRZPPLINP6rt?si=nHcMrnXoQIijQT52SrA_Dg,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1626628503478-624d15b072ed8.jpg,,https://www.imdb.com/title/tt0081633/?ref_=ext_shr_lnk
DP,4,51,51,IMAX Dune Premiere Reaction (2021),44399,0.041087962962962965,"=G54/TIME(0,0,60)",Jeth,Danny Haas,10,0,"- ""Climaxed on the Worm"" - Haich
- Haitch's AGGRESSIVE INTERVIEWING 
- ""Danny, Have you seen other movies in the theater?""  Jason asking if Danny has ever been to a movie theater, ever. 
- J' Denis impressions","H becomes ""Mayor of Dune Premiere Town"" ",N/A,N/A,N/A,N/A,N/A,N/A,,https://open.spotify.com/episode/0itHwkxRZIqXifakoCCuXw?si=WMfsF55fS8yeCOG8_mUGqw,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1626974643810-640e5157b651b.jpg,,https://www.imdb.com/title/tt1160419/?ref_=ext_shr_lnk
DP,4,52,52,Labyrinth (1986),44402,0.05483796296296296,"=G55/TIME(0,0,60)",hex,Daisy O'Dell,30,11,Zimmer score for Driving Miss Daisy,N/A,N/A,N/A,only one choice,Agreed with Daisy,Gareth,N/A,,https://open.spotify.com/episode/30EyqUMtiS1vDOWq7bzqVV?si=XAIQYtMVRbKT_Dr49_f1VQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1627248166537-3e45fae33f197.jpg,,https://www.imdb.com/title/tt0091369/?ref_=ext_shr_lnk
DP,4,53,53,Source Code (2011),44409,0.05175925925925926,"=G56/TIME(0,0,60)",Hex,Ed Parillon,16,6,"Jason asks what the percentage of the synopses end with ""...or are they doomed to [movie title]""",N/A,"Jason knows the guy that took the picture of Alex Skarsgård ""exploring the South Pole""",N/A,Rutledge ,Rutledge ,Rutledge ,Corey didn't watch this movie: didn't even mention Tilda in his VM,,https://open.spotify.com/episode/18a6toYY77YzALKzZgSXJA?si=YzdxfTNTQ3O2URLGsEkvFw,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1627769007531-6b2aa20b0369.jpg,,https://www.imdb.com/title/tt0945513/?ref_=ext_shr_lnk
DP,4,54,54,Batman (1989),44416,0.07767361111111111,"=G57/TIME(0,0,60)",Buddha,Anil Dash,38,3,"-We're only talking about Prince this episode
-Batman introduced Jason to Prince
-Sped up audio books + movies ""junkie talk""
-Disney Star wars hotel = luxury larping
-Jason's top hype in order: dune preview, Batman, distant third= kids born
-Pod-First - KEV'S FIRST QUESTION",N/A,N/A,"If you were an executive producer on DUNE '21, who would write the old-fashioned ""lead single"" (ala Aerosmith's ""Don't Wanna Miss a Thing,"" Seal's ""Kiss From a Rose)? ",Alfred,Alfred,Alfred,N/A,"Prince's soundtrack has lived rent-free in my brain for 35 years, and now it has a commentary track. - pat",https://open.spotify.com/episode/19VJdiRMrP48NNc9J6baNi?si=gdgK9NZvRlqN-uqt90oqJg,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1628292352248-b481ddc4b14da.jpg,,https://www.imdb.com/title/tt0096895/?ref_=ext_shr_lnk
DP,4,55,55,Alien (1979),44423,0.06947916666666666,"=G58/TIME(0,0,60)",NJBoom,Stephen Scarlata,19,3,- J's Geiger impressions and the Goldman marriage section,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://open.spotify.com/episode/2IdPw4GPxuKwkYcTOWaPPr?si=gaMH7cyAS3i6Y48fRdl-RQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1629036280451-71bafba5a1882.jpg,,https://www.imdb.com/title/tt0078748/?ref_=ext_shr_lnk
DP,4,56,56,Blade Runner (1982),44430,0.06914351851851852,"=G59/TIME(0,0,60)",Buddha,Cal Henderson,31,3,"- Another questioning of ""is this even a dune podcast?""
- Other H noises: enthusiastic grunts, YIKES, I love it, yessss, wooooaahhhh",N/A,N/A,N/A,Tyrell,Tyrell,Roy Batty,N/A,,https://open.spotify.com/episode/2vhEKpDxODcKAgcxf2YD0J?si=mLFwFLvSQNuOtJHGmitJyQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1629518454511-5dbb419edbe37.jpg,,https://www.imdb.com/title/tt0083658/?ref_=ext_shr_lnk
DP,4,57,57,Star Trek IV: The Voyage Home (1986),44438,0.05559027777777778,"=G60/TIME(0,0,60)",Buddha,Biz Stone,13,0,"- Biz's bestie is Greg Yaitanes, how he gets on the pod! 
- Biz knows Jason Concepcion, how they get him on the pod! 
- H explains daughter's namesake. 
- H first wedding procession to Star Trek song",N/A,Biz + Jason knowing Greg Yaitanes,N/A,Punk on bus,Whale song,Spock,N/A,,https://open.spotify.com/episode/4gZsG3ISq9VNtVn5wqSUlk?si=ahH4O2EKThuZ128eN6QZ4Q,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1630259903276-487b47168409d.jpg,,https://www.imdb.com/title/tt0092007/?ref_=ext_shr_lnk
DP,4,58,58,Mulholland Drive (2001),44444,0.0815625,"=G61/TIME(0,0,60)",Space Monkey,McKenzie Wilkes,79,5,"- 4th David Lynch film
- komanderskie joins the server",Saw Justin Theroux walking a dog in Manhattan,N/A,What are your favorite tv pilots?,Cowboy,Cowboy,Cowboy,None,,https://open.spotify.com/episode/1A7NsysDvljo7Y5iWdIGIT?si=XP0lu0AXR-Os24Wlu2cX3Q,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1630794274143-2b1890f4666d5.jpg,,https://www.imdb.com/title/tt0166924/?ref_=ext_shr_lnk,,,,,,,,k
DP,4,59,59,Chapterhouse Dune (1985),44451,0.06074074074074074,"=G62/TIME(0,0,60)",Space Monkey,Proto,69,4,"- Dune Pod featured on Amazon Music as ""obscure gem podcast""
- Aang joins the server
- Dune Pod raised $2,820 for charity",N/A,N/A,N/A,N/A,N/A,N/A,N/a,,https://open.spotify.com/episode/1A7NsysDvljo7Y5iWdIGIT?si=XP0lu0AXR-Os24Wlu2cX3Q,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1631365909901-eed258b4b48f5.jpg
DP,4,60,60,Face/Off (1997),44458,0.06431712962962963,"=G63/TIME(0,0,60)",Space Monkey,Ian de Borja,67,0,"- 30 min intro with Ian and Sophie discussing an early screening of Dune
- Pod-First - First Dune Fashion Report","H knows the director of Crumb doc
H lived near Travolta's flight school",N/A,"If Warner Bros had made a Dune movie in '94, what artists would have the soundtrack single?",Dietrich/Dasha,Pollux,Sophie: Castor role Ian: Castor role,no answer,,https://open.spotify.com/episode/4ohORifTNaefgFTn7Ktttg?si=vUflI5ytT_SXg1KvCJH4BA,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1632094892996-4543addec2b54.jpg,,https://www.imdb.com/title/tt0119094/?ref_=ext_shr_lnk
DP,4,61,61,Prince of Darkness (1987),44465,0.03965277777777778,"=G64/TIME(0,0,60)",Space Monkey,Slim,47,6,"- H won Mr Mainland contest with striptease with purple balloons
- Slim has a new dog",N/A,N/A,N/A,The Priest,Alice Cooper role,The Anti-God,N/A,,https://open.spotify.com/episode/3P0RtmIluSDBRLeiCmQ46p?si=LVkVeoMWTFGYF8-khK7hvg,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1632447982639-8858fd9901585.jpg,,https://www.imdb.com/title/tt0093777/?ref_=ext_shr_lnk
DP,4,62,62,Escape from New York (1981),44473,0.047997685185185185,"=G65/TIME(0,0,60)",birria,Chuck Forsman / ctcher,39,3,- Jason makes an official Dune Pod prediction that Cold Fusion is going to work,N/A,N/A,N/A,The President or Romero,The President,ctcher - The President or Cabbie / Chuck - Hauk (Lee Van Cleef role),"Gut says Romero, Heart says Hauk",,https://open.spotify.com/episode/0Ot4SMTTkK88YdaeY5q4yi?si=hB00kzflQ-S5anQVG7DGHw,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1633353955748-2d7f7d1431006.jpg,,https://www.imdb.com/title/tt0082340/?ref_=ext_shr_lnk
DP,4,63,63,The Thing (1982),44479,0.04403935185185185,"=G66/TIME(0,0,60)",NJBoom,Lorelei David,42,3,"- Guys ask Lorelei to provide some high-quality 3-d Avatars for the pod. 
- Lorelei  a perfect guest to talk about why this is such an incredible looking movie - prime Practical Effects period of filmmaking. 
- Jason Sings Ewok Yub-Nub song. 
- Lorelai is in a band where she plays Theremin. ",N/A,Jason ordered a desk that showed up with no screws and he totally screwed that desk (together),"Good Kev voicemail, but no question",The Dog,Kurt's Ewok Hat,Wilford Brimley or Palmer,The Dog,,https://open.spotify.com/episode/79F3WaFO80bFIzpRIPzFb6?si=zRtP9xW4QCOBqTu19_xFpg,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1633637326230-519c0f4259e59.jpg,,https://www.imdb.com/title/tt0084787/?ref_=ext_shr_lnk
DP,4,64,64,Denis Villeneuve Interview - Dune (2021) Spoiler Free Reactions,44483,0.05108796296296296,"=G67/TIME(0,0,60)",tim24frames,Denis Villeneuve,23,0,See the title of the episode. It's a big one folks. ,N/A,N/A,Voicemail but no question. ,N/A,N/A,N/A,N/A,,https://open.spotify.com/episode/0v4BiQmLkitl7Ozyvlp4MA?si=xUG_AySNRNmWbzRBKY-Z6A,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1634241624406-05c63518d7041.jpg,,https://www.imdb.com/title/tt1160419/?ref_=ext_shr_lnk
DP,4,65,65,Donnie Darko (2001),44486,0.060474537037037035,"=G68/TIME(0,0,60)",Space Monkey,Rob Schroeder,61,4,N/A,N/A,N/A,N/A,Frank,Grandma Death,Jim Cunningham role,Kitty,,https://open.spotify.com/episode/5uwnsZo1NsltK2uiGMxvfq?si=i2juxHbuSWu0N9huxr4ZKg,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1634326252283-b42ff794c809.jpg,,https://www.imdb.com/title/tt0246578/?ref_=ext_shr_lnk
DP,4,66,66,Dune (2021),44492,0.10008101851851851,"=G69/TIME(0,0,60)",tim24frames,None,77,0,"- Duuuuuuuuune! 
- During discussion of the ships coming out of the water on Caladan, 
- Jason wonders if any Crazy Ivans are happening 
- Haitch says ""One ping"" - pre the Red October episode and ""One ping"" taking off in the Discord. ",N/A,N/A,Voicemail but no question. ,Reverend Mother,"The Harkonen hand harp player in the spa or ""Spider Wanna.""",N/A,"Voicemail, no Tilda. ",,https://open.spotify.com/episode/4ePbmt2AMzQR30ADS0OIjc?si=P26DUBnVQjWN4BmOPVt_Ng,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1635051341697-27e3849e3d13e.jpg,,https://www.imdb.com/title/tt1160419/?ref_=ext_shr_lnk
DP,4,67,67,Dune (2021) Production Designer Patrice Vermette,44499,0.05516203703703704,"=G70/TIME(0,0,60)",tim24frames,Patrice Vermette,43,1,"- Discussion of the recently announced Dune Part 2
- Jason hopes for a gender-flipped Feyd to be played by future Alia, Anja Taylor-Joy. ",N/A,Jason does yoga with Harvey Keitel?!?!,N/A,N/A,N/A,N/A,N/A,,https://open.spotify.com/episode/3w2SwviVjd2UwpVyJvXGJB?si=yy790y98Tlu3PEpzLkhI7Q,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1635575255015-e7bc31ddb7392.jpg,,https://www.imdb.com/title/tt1160419/?ref_=ext_shr_lnk
DP,4,68,68,12 Monkeys (1995),44502,0.04732638888888889,"=G71/TIME(0,0,60)",Space Monkey,Greg Yaitanes,39,2,N/A,N/A,N/A,N/A,Dr Fletcher,Insurance ,Bob,None,"One of my favorite episodes, because it was the first episode I listened to live as it was being recorded. - Hex",https://open.spotify.com/episode/0ezv2KS8tuefoTg7TzjQWE?si=oM1xM6QlSWaIe-7FHC9Vpg,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1635532705868-71dd9024c420e.jpg,,https://www.imdb.com/title/tt0114746/?ref_=ext_shr_lnk
DP,4,69,69,Aliens (1986),44507,0.06844907407407408,"=G72/TIME(0,0,60)",NJBoom,Ryan Condal,21,7,"- Ryan Condal first appearance
- Condal talking about House of the Dragon production
- Condal has a hero pulse-rifle from this movie in his collection
- H says this is a perfect movie. 
- ""Get away from her, you bitch!"" is an all-timer. 
- Explosive Decompression talk. ",H had a Shotgun phase,J did not have a Shotgun phase,"Good voicemail, but no question",N/A,Alien Queen,Burke,Burke,"One of my favorite episodes due to Condal - he loves the movie, the props, the script - good discussion about each. - Birria",https://open.spotify.com/episode/6ug0hp3ea0WcHLWKNR9BBa?si=blUscHvxTVa55YaSnMRT_A,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1636320168523-e67086338a48.jpg,,https://www.imdb.com/title/tt0090605/?ref_=ext_shr_lnk
DP,4,70,70,2001: A Space Odyssey (1968),44514,0.07096064814814815,"=G73/TIME(0,0,60)",Hex,M.G. Siegler,7,0,Haitch plays a song from his teenage rock band's album... twice ,N/A,N/A,NA,didn't answer ,N/A,HAL,HAL,,https://open.spotify.com/episode/7AnHrrZY7hpVOV688jK3fW?si=qJRlqyHPRVS8hF0qKvMPgw,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1636740437525-44a41c643e24a.jpg,,https://www.imdb.com/title/tt0062622/?ref_=ext_shr_lnk
